source_id,pixel_0,pixel_1,pixel_2,pixel_3,pixel_4,pixel_5,pixel_6,pixel_7,pixel_8,pixel_9,pixel_10,pixel_11,pixel_12,pixel_13,pixel_14,pixel_15,pixel_16,pixel_17,pixel_18,pixel_19,pixel_20,pixel_21,pixel_22,pixel_23,pixel_24,pixel_25,pixel_26,pixel_27,pixel_28,pixel_29,pixel_30,pixel_31,pixel_32,pixel_33,pixel_34,pixel_35,pixel_36,pixel_37,pixel_38,pixel_39,pixel_40,pixel_41,pixel_42,pixel_43,pixel_44,pixel_45,pixel_46,pixel_47,pixel_48,pixel_49,pixel_50,pixel_51,pixel_52,pixel_53,pixel_54,pixel_55,pixel_56,pixel_57,pixel_58,pixel_59,pixel_60,pixel_61,pixel_62,pixel_63,digit
206,0,0,3,13,12,2,0,0,0,0,14,13,15,11,0,0,0,0,7,0,8,15,0,0,0,0,0,0,13,6,0,0,0,0,0,3,16,4,0,0,0,0,0,13,11,0,0,0,0,0,3,16,12,8,1,0,0,0,3,16,11,8,0,0,2
208,0,0,5,14,11,0,0,0,0,0,15,16,15,0,0,0,0,0,10,8,16,1,0,0,0,0,0,6,14,0,0,0,0,0,0,12,9,0,0,0,0,0,1,16,3,0,0,0,0,0,8,16,12,11,0,0,0,0,7,16,12,7,0,0,2
215,0,0,10,16,9,0,0,0,0,4,16,16,16,0,0,0,0,2,12,9,15,0,0,0,0,0,0,11,11,0,0,0,0,0,1,16,7,0,0,0,0,0,9,16,2,0,0,0,0,0,15,16,8,5,0,0,0,0,11,16,16,16,2,0,2
242,0,2,15,13,0,0,0,0,0,12,16,16,3,0,0,0,0,5,13,16,4,0,0,0,0,0,8,16,4,0,0,0,0,0,8,16,4,0,0,0,0,0,12,16,0,0,0,0,0,0,16,16,16,14,6,0,0,1,16,16,16,12,7,0,2
244,0,2,15,15,5,0,0,0,0,5,16,16,11,0,0,0,0,9,15,16,12,0,0,0,0,0,4,16,6,0,0,0,0,0,8,16,2,0,0,0,0,1,14,13,0,0,0,0,0,4,16,14,14,16,5,0,0,2,14,16,13,9,1,0,2
245,0,0,4,14,16,4,0,0,0,3,16,16,16,6,0,0,0,8,16,12,16,7,0,0,0,3,5,12,15,0,0,0,0,0,0,15,12,0,0,0,0,0,6,16,2,0,0,0,0,0,8,16,12,5,1,0,0,0,4,16,16,15,4,0,2
259,0,0,6,14,8,0,0,0,0,6,16,10,14,4,0,0,0,11,5,0,11,4,0,0,0,4,6,2,16,2,0,0,0,0,0,13,7,0,0,0,0,0,7,14,0,0,0,0,0,0,12,10,8,8,4,0,0,0,7,14,14,14,13,0,2
269,0,0,10,16,11,0,0,0,0,8,15,10,15,2,0,0,0,11,11,2,16,5,0,0,0,7,5,6,16,3,0,0,0,0,1,15,10,0,0,0,0,0,10,16,2,0,0,0,0,0,12,14,8,10,5,0,0,0,12,16,16,16,15,0,2
279,0,1,13,16,16,4,0,0,0,9,15,6,13,8,0,0,0,5,10,0,12,10,0,0,0,0,0,6,16,5,0,0,0,0,5,16,10,0,0,0,0,2,16,11,0,0,0,0,0,5,16,13,8,8,5,0,0,1,10,14,16,16,16,0,2
307,0,2,15,16,7,0,0,0,0,10,15,10,16,2,0,0,0,9,11,5,16,0,0,0,0,0,0,12,11,0,0,0,0,0,5,16,2,0,0,0,0,3,15,8,0,0,0,0,0,8,15,5,5,8,3,0,0,3,15,16,16,16,10,0,2
308,0,0,5,15,15,2,0,0,0,3,16,9,16,5,0,0,0,5,9,1,16,1,0,0,0,0,0,10,9,0,0,0,0,0,1,16,3,0,0,0,0,0,9,9,0,0,0,0,0,0,11,14,7,6,2,0,0,0,6,16,16,15,2,0,2
311,0,0,7,16,16,3,0,0,0,7,16,9,14,7,0,0,0,10,9,0,14,5,0,0,0,3,3,4,16,2,0,0,0,0,0,12,11,0,0,0,0,0,6,16,3,0,0,0,0,0,12,15,8,8,3,0,0,0,10,16,16,16,9,0,2
314,0,2,11,16,12,1,0,0,0,9,16,9,16,4,0,0,0,14,7,4,16,1,0,0,0,6,5,9,14,0,0,0,0,0,3,16,5,0,0,0,0,0,13,14,0,0,0,0,0,3,16,11,8,12,9,0,0,2,15,16,16,13,16,1,2
332,0,0,11,16,15,5,0,0,0,8,16,14,16,8,0,0,0,11,10,0,16,8,0,0,0,3,1,6,16,2,0,0,0,0,1,15,10,0,0,0,0,0,11,15,1,0,0,0,0,0,16,14,12,12,8,0,0,1,15,16,16,14,8,0,2
334,0,2,15,16,15,2,0,0,0,8,14,8,14,8,0,0,0,7,5,2,16,5,0,0,0,0,0,12,13,0,0,0,0,0,8,15,1,0,0,0,0,1,15,7,0,0,0,0,0,4,16,9,8,8,2,0,0,2,15,16,16,16,13,0,2
341,0,0,10,16,16,7,0,0,0,6,15,9,14,12,0,0,0,3,5,0,13,8,0,0,0,0,0,10,13,0,0,0,0,0,2,16,4,0,0,0,0,0,12,8,0,0,0,0,0,0,16,13,11,8,3,0,0,0,12,16,16,16,5,0,2
370,0,0,7,12,12,2,0,0,0,5,15,6,10,9,0,0,0,11,4,0,11,6,0,0,0,3,0,2,15,2,0,0,0,0,1,13,6,0,0,0,0,0,11,11,1,0,0,0,0,1,16,7,4,4,2,0,0,0,11,12,13,14,11,0,2
372,0,3,15,16,13,1,0,0,0,10,13,9,16,4,0,0,0,1,1,0,16,6,0,0,0,0,0,10,15,1,0,0,0,0,10,16,3,0,0,0,0,3,16,7,0,0,0,0,0,5,16,13,12,7,2,0,0,2,13,13,13,16,15,0,2
373,0,3,13,16,9,0,0,0,0,10,15,13,15,2,0,0,0,15,4,4,16,1,0,0,0,0,0,5,16,2,0,0,0,0,1,14,13,0,0,0,0,0,10,16,5,0,0,0,0,4,16,13,8,10,9,1,0,2,16,16,14,12,9,1,2
389,0,0,7,14,5,0,0,0,0,5,16,16,11,0,0,0,0,2,14,2,14,0,0,0,0,0,0,5,16,0,0,0,0,0,0,8,16,0,0,0,0,0,0,11,12,0,0,0,0,0,11,16,14,8,10,0,0,0,7,12,12,12,15,2,2
4,0,0,7,15,13,1,0,0,0,8,13,6,15,4,0,0,0,2,1,13,13,0,0,0,0,0,2,15,11,1,0,0,0,0,0,1,12,12,1,0,0,0,0,0,1,10,8,0,0,0,8,4,5,14,9,0,0,0,7,13,13,9,0,0,3
14,0,2,9,15,14,9,3,0,0,4,13,8,9,16,8,0,0,0,0,6,14,15,3,0,0,0,0,11,14,2,0,0,0,0,0,2,15,11,0,0,0,0,0,0,2,15,4,0,0,1,5,6,13,16,6,0,0,2,12,12,13,11,0,0,3
24,0,1,8,12,15,14,4,0,0,3,11,8,8,12,12,0,0,0,0,0,2,13,7,0,0,0,0,2,15,12,1,0,0,0,0,0,13,5,0,0,0,0,0,0,9,13,0,0,0,0,7,8,14,15,0,0,0,0,14,15,11,2,0,0,3
46,0,0,9,16,13,6,0,0,0,0,6,5,16,16,0,0,0,0,0,8,15,5,0,0,0,0,0,5,14,3,0,0,0,0,0,0,9,15,2,0,0,0,0,0,0,11,12,0,0,0,4,8,11,15,12,0,0,0,11,14,12,8,0,0,3
60,0,1,10,15,11,1,0,0,0,3,8,8,11,12,0,0,0,0,0,5,14,15,1,0,0,0,0,11,15,2,0,0,0,0,0,4,15,2,0,0,0,0,0,0,12,10,0,0,0,0,3,4,10,16,1,0,0,0,13,16,15,10,0,0,3
61,0,0,10,15,14,4,0,0,0,0,4,6,13,16,2,0,0,0,0,3,16,9,0,0,0,0,0,1,16,6,0,0,0,0,0,0,10,12,0,0,0,0,0,0,1,16,4,0,0,1,9,5,6,16,7,0,0,0,14,12,15,11,2,0,3
63,0,0,14,16,14,6,0,0,0,0,7,10,16,16,3,0,0,0,0,5,16,16,1,0,0,0,0,2,16,8,0,0,0,0,0,0,12,13,1,0,0,0,0,0,4,16,7,0,0,0,5,9,14,16,7,0,0,0,13,16,16,10,1,0,3
64,0,3,16,16,14,7,1,0,0,1,9,9,15,16,4,0,0,0,0,7,16,12,1,0,0,0,0,9,16,2,0,0,0,0,0,3,15,7,0,0,0,0,0,0,9,15,0,0,0,1,10,10,16,16,3,0,0,2,13,16,12,5,0,0,3
84,0,2,13,15,10,4,0,0,0,0,5,4,13,15,2,0,0,0,0,0,11,16,4,0,0,0,0,0,16,12,0,0,0,0,0,0,13,11,0,0,0,0,0,0,8,13,0,0,0,1,6,8,14,12,0,0,0,2,12,14,11,1,0,0,3
90,0,0,13,16,15,4,0,0,0,0,9,8,13,16,3,0,0,0,0,0,13,16,7,0,0,0,0,1,16,12,0,0,0,0,0,0,15,10,0,0,0,0,0,0,8,15,0,0,0,0,3,6,15,16,7,0,0,0,15,16,16,11,1,0,3
92,0,4,14,16,16,12,1,0,0,2,12,7,14,16,6,0,0,0,0,5,16,10,0,0,0,0,0,4,16,7,0,0,0,0,0,4,16,6,0,0,0,0,0,1,15,11,0,0,0,1,8,10,16,10,0,0,0,5,16,16,15,1,0,0,3
99,0,2,15,16,16,13,2,0,0,1,10,8,14,16,8,0,0,0,0,0,16,15,1,0,0,0,0,0,16,8,0,0,0,0,0,0,14,14,0,0,0,0,0,0,11,16,1,0,0,2,14,13,16,16,3,0,0,2,15,16,14,5,0,0,3
104,0,4,13,16,16,12,3,0,0,3,7,4,13,16,6,0,0,0,0,8,15,5,0,0,0,0,0,12,8,0,0,0,0,0,0,7,12,0,0,0,0,0,0,4,12,0,0,0,0,1,7,12,11,0,0,0,0,3,15,12,2,0,0,0,3
134,0,3,16,16,12,12,6,0,0,0,4,4,5,14,8,0,0,0,0,0,11,11,0,0,0,0,0,4,16,3,0,0,0,0,0,0,12,11,0,0,0,0,0,0,9,14,0,0,0,0,3,7,15,4,0,0,0,3,16,14,4,0,0,0,3
144,0,6,16,16,15,7,0,0,0,2,11,12,16,16,5,0,0,0,0,0,14,15,2,0,0,0,0,1,16,11,0,0,0,0,0,0,14,14,0,0,0,0,0,0,5,16,9,0,0,0,3,7,12,16,7,0,0,3,16,16,15,11,1,0,3
154,0,1,11,12,14,6,0,0,0,1,6,4,8,16,7,0,0,0,0,0,3,16,5,0,0,0,0,2,14,9,0,0,0,0,0,4,16,7,0,0,0,0,0,1,14,13,0,0,0,0,0,1,12,14,0,0,0,5,12,15,9,1,0,0,3
176,0,1,10,16,16,11,0,0,0,5,10,8,12,16,4,0,0,0,0,1,10,14,0,0,0,0,0,6,16,4,0,0,0,0,0,7,16,5,0,0,0,0,0,1,12,16,4,0,0,0,2,4,9,16,4,0,0,1,15,14,11,4,0,0,3
190,0,4,12,13,13,6,0,0,0,6,14,8,13,16,0,0,0,0,0,0,11,16,2,0,0,0,0,0,16,15,0,0,0,0,0,0,12,16,3,0,0,0,0,0,4,16,9,0,0,0,1,4,12,16,8,0,0,2,13,16,12,6,0,0,3
191,0,2,15,15,6,0,0,0,0,0,10,13,16,5,0,0,0,0,0,2,16,9,0,0,0,0,0,3,16,11,0,0,0,0,0,0,13,14,1,0,0,0,0,0,7,16,5,0,0,1,4,6,13,15,1,0,0,3,15,14,11,2,0,0,3
193,0,1,10,15,16,13,3,0,0,5,14,5,5,15,8,0,0,0,0,0,2,15,6,0,0,0,0,0,9,16,0,0,0,0,0,0,9,16,0,0,0,0,0,0,4,16,6,0,0,0,2,3,13,12,0,0,0,0,15,13,7,0,0,0,3
194,0,2,14,16,14,4,0,0,0,4,11,5,13,12,0,0,0,0,0,2,15,7,0,0,0,0,0,4,16,4,0,0,0,0,0,1,13,13,1,0,0,0,0,0,2,16,4,0,0,0,1,3,11,15,2,0,0,1,12,16,9,2,0,0,3
214,0,2,14,16,12,6,0,0,0,1,10,8,14,16,1,0,0,0,0,0,10,15,2,0,0,0,0,2,16,12,0,0,0,0,0,3,16,12,0,0,0,0,0,0,11,16,2,0,0,0,7,10,15,15,2,0,0,3,13,11,7,2,0,0,3
218,0,0,15,16,11,3,0,0,0,0,4,10,15,15,3,0,0,0,0,0,14,16,5,0,0,0,0,5,16,12,0,0,0,0,0,3,16,11,1,0,0,0,0,2,13,16,9,0,0,0,6,15,16,12,3,0,0,0,15,14,7,1,0,0,3
220,0,1,12,12,13,8,1,0,0,0,8,9,15,16,2,0,0,0,0,3,16,10,0,0,0,0,0,7,16,6,0,0,0,0,0,5,16,10,0,0,0,0,0,0,7,16,7,0,0,0,3,8,15,13,2,0,0,2,14,16,10,1,0,0,3
227,0,2,11,16,16,8,1,0,0,2,12,9,9,16,10,0,0,0,0,0,4,16,9,0,0,0,0,2,15,16,0,0,0,0,0,3,16,14,0,0,0,0,0,0,13,16,3,0,0,0,4,11,16,8,0,0,0,3,15,12,4,0,0,0,3
232,0,0,5,11,16,16,8,0,0,0,15,14,8,12,15,0,0,0,0,0,2,14,9,0,0,0,0,0,11,12,1,0,0,0,0,1,16,5,0,0,0,0,0,1,14,9,0,0,0,0,1,4,15,9,0,0,0,0,7,16,11,2,0,0,3
260,0,0,10,16,10,1,0,0,0,6,14,6,16,3,0,0,0,5,4,5,15,0,0,0,0,0,0,12,14,1,0,0,0,0,0,3,11,15,1,0,0,0,0,0,0,10,8,0,0,0,9,8,8,15,6,0,0,0,9,15,15,9,0,0,3
270,0,0,6,15,16,10,0,0,0,3,16,11,15,10,0,0,0,4,10,10,16,4,0,0,0,0,4,16,15,3,0,0,0,0,1,9,16,15,2,0,0,0,0,0,3,16,6,0,0,0,3,9,12,16,5,0,0,0,9,16,16,8,0,0,3
280,0,0,8,14,14,4,0,0,0,5,12,4,7,12,0,0,0,4,2,3,13,5,0,0,0,0,0,16,15,1,0,0,0,0,0,3,9,14,1,0,0,0,0,0,0,7,8,0,0,0,3,4,4,13,7,0,0,0,11,16,15,5,0,0,3
302,0,0,7,15,16,12,0,0,0,4,16,11,12,12,0,0,0,2,7,1,13,11,0,0,0,0,0,13,16,6,0,0,0,0,0,11,15,16,3,0,0,0,0,0,1,15,8,0,0,0,5,16,12,15,8,0,0,0,7,16,16,13,2,0,3
316,0,2,11,16,15,2,0,0,0,12,15,12,16,4,0,0,0,3,3,6,16,2,0,0,0,0,2,15,12,0,0,0,0,0,3,16,16,12,1,0,0,0,0,1,6,15,10,0,0,0,6,12,8,14,11,0,0,1,16,16,16,11,3,0,3
317,0,0,7,14,16,11,0,0,0,2,16,11,11,16,2,0,0,0,3,3,15,9,0,0,0,0,0,10,16,8,0,0,0,0,0,3,14,15,2,0,0,0,0,0,1,16,6,0,0,0,3,12,13,15,2,0,0,0,6,16,12,5,0,0,3
319,0,2,13,16,16,11,0,0,0,10,11,4,12,12,0,0,0,1,1,4,14,8,0,0,0,0,2,16,16,8,0,0,0,0,0,7,9,16,8,0,0,0,0,0,0,10,12,0,0,0,5,9,10,16,9,0,0,0,15,16,13,7,0,0,3
320,0,1,10,16,16,6,0,0,0,7,14,9,12,12,0,0,0,1,1,5,15,5,0,0,0,0,3,16,14,3,0,0,0,0,1,11,14,16,6,0,0,0,0,0,0,12,11,0,0,0,7,8,13,16,5,0,0,0,15,16,12,5,0,0,3
340,0,0,8,14,15,6,0,0,0,4,16,12,14,11,0,0,0,4,8,1,14,7,0,0,0,0,0,14,16,5,0,0,0,0,0,11,16,16,2,0,0,0,0,0,1,15,7,0,0,0,4,11,8,14,7,0,0,0,11,16,16,10,0,0,3
346,0,0,12,16,16,13,1,0,0,4,15,9,12,16,2,0,0,0,2,0,11,15,0,0,0,0,0,12,16,4,0,0,0,0,0,8,16,13,1,0,0,0,0,0,6,16,6,0,0,0,4,6,6,16,6,0,0,0,12,16,16,9,0,0,3
348,0,2,10,14,11,1,0,0,0,7,15,8,16,4,0,0,0,1,1,6,15,1,0,0,0,0,0,15,9,0,0,0,0,0,1,16,15,9,1,0,0,0,0,1,6,15,8,0,0,2,8,4,6,15,7,0,0,2,13,16,15,9,0,0,3
355,0,1,12,16,10,0,0,0,0,7,11,7,14,1,0,0,0,2,2,3,14,0,0,0,0,0,3,14,6,0,0,0,0,0,12,16,16,6,0,0,0,0,2,0,5,15,6,0,0,1,11,4,4,13,8,0,0,2,14,16,16,13,1,0,3
360,0,0,6,13,16,10,0,0,0,4,13,5,4,16,0,0,0,0,0,1,10,8,0,0,0,0,0,12,16,3,0,0,0,0,0,3,7,15,1,0,0,0,0,0,0,9,8,0,0,0,8,6,3,11,7,0,0,0,4,14,16,11,1,0,3
386,0,1,9,15,16,9,0,0,0,6,12,1,2,16,0,0,0,0,1,0,8,14,0,0,0,0,0,10,15,3,0,0,0,0,0,7,15,5,0,0,0,0,0,0,4,13,2,0,0,2,7,4,4,14,3,0,0,0,9,16,16,10,0,0,3
5,0,0,0,1,11,0,0,0,0,0,0,7,8,0,0,0,0,0,1,13,6,2,2,0,0,0,7,15,0,9,8,0,0,5,16,10,0,16,6,0,0,4,15,16,13,16,1,0,0,0,0,3,15,10,0,0,0,0,0,2,16,4,0,0,4
15,0,0,0,8,15,1,0,0,0,0,1,14,13,1,1,0,0,0,10,15,3,15,11,0,0,7,16,7,1,16,8,0,0,9,16,13,14,16,5,0,0,1,10,15,16,14,0,0,0,0,0,1,16,10,0,0,0,0,0,10,15,4,0,0,4
25,0,0,0,0,12,2,0,0,0,0,0,6,14,1,0,0,0,0,4,16,7,8,0,0,0,0,13,9,0,16,6,0,0,6,16,10,11,16,0,0,0,0,5,10,13,16,0,0,0,0,0,0,6,16,0,0,0,0,0,0,12,8,0,0,4
42,0,0,0,9,15,1,0,0,0,0,4,16,12,0,0,0,0,0,15,14,2,11,3,0,0,4,16,9,4,16,10,0,0,9,16,11,13,16,2,0,0,0,9,16,16,14,0,0,0,0,0,8,16,6,0,0,0,0,0,9,16,2,0,0,4
65,0,0,0,6,16,4,0,0,0,0,1,13,15,1,0,0,0,1,11,16,5,0,0,0,0,8,16,10,0,10,6,0,0,12,16,8,9,16,12,0,0,2,15,16,16,16,7,0,0,0,0,4,16,11,0,0,0,0,0,7,16,3,0,0,4
69,0,0,0,9,9,0,0,0,0,0,3,16,9,0,0,0,0,3,14,10,0,2,0,0,0,10,16,5,7,15,1,0,0,2,11,15,16,13,1,0,0,0,0,7,16,3,0,0,0,0,0,6,15,0,0,0,0,0,0,4,16,5,0,0,4
88,0,0,0,9,16,4,0,0,0,1,9,16,13,2,0,0,0,14,16,14,8,0,0,0,1,15,15,5,16,9,0,0,0,5,16,16,16,8,0,0,0,0,2,13,16,1,0,0,0,0,0,11,13,0,0,0,0,0,0,11,13,0,0,0,4
98,0,0,0,3,14,1,0,0,0,0,0,13,12,1,0,0,0,0,7,16,5,3,0,0,0,3,15,11,5,16,2,0,0,5,16,11,11,16,6,0,0,0,6,12,16,13,3,0,0,0,0,1,15,7,0,0,0,0,0,2,16,7,0,0,4
101,0,0,0,2,13,0,0,0,0,0,0,8,15,0,0,0,0,0,5,16,5,2,0,0,0,0,15,12,1,16,4,0,0,4,16,2,9,16,8,0,0,0,10,14,16,16,4,0,0,0,0,0,13,8,0,0,0,0,0,0,13,6,0,0,4
111,0,0,0,10,15,0,0,0,0,0,11,15,3,0,0,0,0,7,15,4,0,0,0,0,0,12,11,1,3,8,2,0,0,4,12,15,15,16,9,0,0,0,0,8,16,8,2,0,0,0,0,10,12,0,0,0,0,0,0,12,9,0,0,0,4
112,0,0,1,10,9,0,0,0,0,0,9,15,4,0,0,0,0,1,16,5,0,0,0,0,0,4,16,1,4,14,4,0,0,4,16,12,14,16,5,0,0,0,1,7,16,9,0,0,0,0,0,2,16,4,0,0,0,0,0,10,13,0,0,0,4
122,0,0,0,12,13,0,0,0,0,0,5,16,10,0,0,0,0,6,16,13,11,12,2,0,0,12,16,10,15,16,9,0,0,4,14,16,16,12,4,0,0,0,0,14,13,0,0,0,0,0,0,14,12,0,0,0,0,0,0,11,13,0,0,0,4
125,0,0,0,8,14,0,0,0,0,0,5,16,11,0,0,0,0,1,15,14,1,6,0,0,0,7,16,5,3,16,8,0,0,8,16,8,14,16,2,0,0,0,6,14,16,11,0,0,0,0,0,6,16,4,0,0,0,0,0,10,15,0,0,0,4
135,0,0,0,3,16,3,0,0,0,0,0,12,16,2,0,0,0,0,8,16,16,4,0,0,0,7,16,15,16,12,11,0,0,8,16,16,16,13,3,0,0,0,0,7,14,1,0,0,0,0,0,6,16,0,0,0,0,0,0,4,14,0,0,0,4
145,0,0,0,5,14,0,0,0,0,0,1,15,13,0,0,0,0,0,9,16,13,0,0,0,0,5,16,15,13,0,0,0,0,8,16,16,16,15,9,0,0,0,4,10,14,8,5,0,0,0,0,8,12,0,0,0,0,0,0,7,10,0,0,0,4
155,0,0,0,3,16,3,0,0,0,0,0,10,16,11,0,0,0,0,4,16,16,8,0,0,0,2,14,12,16,5,0,0,0,10,16,14,16,16,11,0,0,5,12,13,16,8,3,0,0,0,0,2,15,3,0,0,0,0,0,4,12,0,0,0,4
172,0,0,0,8,13,0,0,0,0,0,1,16,16,0,0,0,0,0,7,16,16,0,0,0,0,1,15,16,16,0,0,0,0,6,16,15,16,9,2,0,0,6,15,16,16,16,11,0,0,0,0,11,16,0,0,0,0,0,0,10,14,0,0,0,4
195,0,0,0,0,11,5,0,0,0,0,0,8,16,2,0,0,0,0,4,15,16,3,0,0,0,0,12,6,16,3,0,0,0,5,15,0,15,5,3,0,0,6,16,16,16,11,4,0,0,0,0,0,14,0,0,0,0,0,0,0,12,2,0,0,4
199,0,0,0,2,15,4,0,0,0,0,0,8,15,1,0,0,0,0,1,14,12,0,0,0,0,0,6,16,12,0,0,0,0,0,13,16,15,4,2,0,0,9,16,16,16,16,11,0,0,3,8,8,16,3,0,0,0,0,0,3,15,0,0,0,4
226,0,0,0,7,15,1,0,0,0,0,0,15,16,1,0,0,0,0,9,16,16,2,0,0,0,2,16,16,16,0,0,0,0,10,16,16,16,16,8,0,0,8,15,15,14,8,5,0,0,0,0,11,12,0,0,0,0,0,0,6,15,1,0,0,4
229,0,0,0,2,15,8,0,0,0,0,0,11,16,4,0,0,0,0,9,16,16,0,0,0,0,3,15,16,16,0,0,0,0,12,16,16,16,14,6,0,0,6,12,14,16,12,5,0,0,0,0,8,13,0,0,0,0,0,0,2,14,1,0,0,4
239,0,0,0,3,13,1,0,0,0,0,0,8,16,3,0,0,0,0,1,15,16,4,0,0,0,0,8,16,16,1,0,0,0,2,16,14,16,5,1,0,0,11,16,16,16,16,10,0,0,5,8,11,16,4,1,0,0,0,0,2,16,2,0,0,4
240,0,0,0,0,15,9,0,0,0,0,0,8,16,5,0,0,0,0,1,16,16,5,0,0,0,0,11,16,16,1,1,0,0,6,16,16,16,15,9,0,0,7,15,16,16,10,1,0,0,0,1,7,16,1,0,0,0,0,0,1,15,5,0,0,4
248,0,0,0,0,13,11,0,0,0,0,0,8,16,5,0,0,0,0,3,15,16,4,0,0,0,0,8,15,16,10,1,0,0,4,16,14,16,16,11,0,0,7,16,13,15,14,3,0,0,0,0,0,16,11,0,0,0,0,0,0,12,11,0,0,4
251,0,0,0,5,16,3,0,0,0,0,1,15,16,4,0,0,0,0,10,16,16,1,0,0,0,3,16,16,15,4,2,0,0,10,16,16,16,16,12,0,0,1,7,14,13,6,5,0,0,0,0,11,12,0,0,0,0,0,0,4,10,0,0,0,4
261,0,0,0,12,4,0,0,0,0,0,6,15,2,0,0,0,0,0,16,5,0,4,4,0,0,4,15,2,3,15,9,0,0,2,15,16,16,16,4,0,0,0,2,8,16,8,0,0,0,0,0,8,15,0,0,0,0,0,0,11,9,0,0,0,4
271,0,0,0,13,12,0,0,0,0,0,6,16,7,0,0,0,0,0,15,15,1,1,4,0,0,6,16,10,9,15,14,0,0,9,16,16,16,16,4,0,0,2,8,12,16,9,0,0,0,0,0,13,16,0,0,0,0,0,0,14,15,1,0,0,4
281,0,0,1,11,3,0,0,0,0,0,9,16,0,0,0,0,0,1,16,5,0,1,2,0,0,6,16,2,1,13,10,0,0,7,16,9,15,13,0,0,0,2,9,12,16,1,0,0,0,0,0,14,9,0,0,0,0,0,2,16,7,0,0,0,4
298,0,0,0,7,10,0,0,0,0,0,3,15,5,0,0,0,0,0,11,11,0,2,2,0,0,5,14,2,1,13,7,0,0,7,15,2,8,16,3,0,0,3,14,16,16,8,0,0,0,0,0,7,16,0,0,0,0,0,0,6,16,2,0,0,4
321,0,0,1,14,8,0,0,0,0,0,8,16,4,0,0,0,0,1,16,9,0,1,5,0,0,8,16,5,1,12,15,0,0,10,16,12,11,16,6,0,0,3,14,16,16,8,0,0,0,0,0,11,16,1,0,0,0,0,0,13,14,0,0,0,4
325,0,0,4,16,6,0,0,0,0,0,12,15,1,0,0,0,0,1,16,11,0,0,0,0,0,8,16,3,0,7,4,0,0,12,16,6,11,16,7,0,0,7,16,16,15,3,0,0,0,0,4,16,10,0,0,0,0,0,4,16,6,0,0,0,4
344,0,0,2,13,13,0,0,0,0,0,9,16,6,0,0,0,0,0,14,16,2,0,4,0,0,5,16,10,1,13,15,0,0,7,16,16,16,16,4,0,0,0,8,15,16,8,0,0,0,0,0,14,10,0,0,0,0,0,1,16,11,0,0,0,4
354,0,0,0,9,11,0,0,0,0,0,2,15,8,0,0,0,0,0,11,15,1,3,8,0,0,6,16,4,0,14,12,0,0,12,16,4,11,16,5,0,0,9,16,16,16,11,0,0,0,0,6,11,16,7,0,0,0,0,0,10,16,4,0,0,4
357,0,0,2,15,12,0,0,0,0,0,9,16,5,0,2,0,0,2,15,10,0,11,16,1,0,10,16,4,6,16,10,0,0,6,16,16,16,15,1,0,0,0,6,13,16,4,0,0,0,0,0,15,13,0,0,0,0,0,6,16,5,0,0,0,4
367,0,0,0,10,14,0,0,0,0,0,1,16,10,0,0,0,0,0,10,16,1,0,0,0,0,4,16,8,0,3,5,0,0,10,15,0,2,15,10,0,0,12,16,14,16,13,1,0,0,2,11,14,16,3,0,0,0,0,0,8,16,2,0,0,4
368,0,0,0,7,12,0,0,0,0,0,3,14,6,0,0,0,0,0,11,8,0,0,1,0,0,4,16,3,1,10,10,0,0,8,16,12,14,13,3,0,0,2,12,10,16,5,0,0,0,0,0,6,16,0,0,0,0,0,0,6,13,0,0,0,4
378,0,0,1,15,7,0,0,0,0,0,6,16,3,0,0,0,0,1,16,10,0,1,3,0,0,5,16,3,1,12,15,0,0,11,16,8,14,15,3,0,0,6,16,16,16,5,0,0,0,0,1,14,11,0,0,0,0,0,2,16,12,0,0,0,4
381,0,0,0,6,16,2,0,0,0,0,2,15,15,0,0,0,0,0,15,16,3,2,3,0,0,7,16,7,3,15,11,0,0,7,16,14,14,16,5,0,0,1,7,12,16,10,0,0,0,0,0,7,16,4,0,0,0,0,0,10,15,0,0,0,4
391,0,0,0,2,13,1,0,0,0,0,0,9,15,2,0,0,0,0,4,16,16,8,0,0,0,0,12,9,14,6,0,0,0,5,14,0,13,7,1,0,0,9,15,12,16,16,4,0,0,2,8,9,16,10,1,0,0,0,0,1,13,2,0,0,4
401,0,0,0,11,4,0,0,0,0,0,1,16,4,3,0,0,0,0,10,9,16,4,0,0,0,2,14,5,16,2,0,0,0,8,13,7,16,11,2,0,0,10,16,16,16,14,1,0,0,0,0,11,13,0,0,0,0,0,0,11,7,0,0,0,4
6,0,0,12,10,0,0,0,0,0,0,14,16,16,14,0,0,0,0,13,16,15,10,1,0,0,0,11,16,16,7,0,0,0,0,0,4,7,16,7,0,0,0,0,0,4,16,9,0,0,0,5,4,12,16,4,0,0,0,9,16,16,10,0,0,5
16,0,5,12,13,16,16,2,0,0,11,16,15,8,4,0,0,0,8,14,11,1,0,0,0,0,8,16,16,14,0,0,0,0,1,6,6,16,0,0,0,0,0,0,5,16,3,0,0,0,1,5,15,13,0,0,0,0,4,15,16,2,0,0,0,5
26,0,0,12,8,8,7,0,0,0,3,16,16,11,7,0,0,0,2,14,1,0,0,0,0,0,5,14,5,0,0,0,0,0,2,15,16,9,0,0,0,0,0,0,2,16,2,0,0,0,0,4,8,16,4,0,0,0,0,11,14,9,0,0,0,5
